115.7,115.7,115.7,115.7,115.7,115.7,89.8,63.8,63.8,63.8,47.5,47.5,47.5,47.5,47.5
115.7,115.7,115.7,115.7,115.7,115.7,89.8,63.9,63.9,63.9,47.6,47.6,47.6,47.6,47.6
115.6,115.6,115.6,115.6,115.6,115.6,89.8,67.6,67.6,67.6,53.0,53.0,53.0,53.0,53.0
116.3,116.3,116.3,116.3,116.3,116.3,90.4,70.1,70.1,70.1,53.8,53.8,53.8,53.8,53.8
117.8,117.8,117.8,117.8,117.8,117.8,92.0,71.3,71.3,71.3,53.3,53.3,53.3,53.3,53.3
118.9,118.9,118.9,118.9,118.9,118.9,93.0,72.0,72.0,72.0,53.1,53.1,53.1,53.1,53.1
119.6,119.6,119.6,119.6,119.6,119.6,93.7,72.5,72.5,72.5,52.9,52.9,52.9,52.9,52.9
120.1,120.1,120.1,120.1,120.1,120.1,94.1,72.8,72.8,72.8,52.8,52.8,52.8,52.8,52.8
120.5,120.5,120.5,120.5,120.5,120.5,94.5,73.1,73.1,73.1,52.8,52.8,52.8,52.8,52.8
120.8,120.8,120.8,120.8,120.8,120.8,94.7,73.3,73.3,73.3,52.7,52.7,52.7,52.7,52.7
121.1,121.1,121.1,121.1,121.1,121.1,94.9,73.5,73.5,73.5,52.7,52.7,52.7,52.7,52.7
121.3,121.3,121.3,121.3,121.3,121.3,95.1,73.7,73.7,73.7,52.8,52.8,52.8,52.8,52.8
121.4,121.4,121.4,121.4,121.4,121.4,95.2,73.8,73.8,73.8,52.8,52.8,52.8,52.8,52.8
121.5,121.5,121.5,121.5,121.5,121.5,95.3,73.9,73.9,73.9,52.8,52.8,52.8,52.8,52.8
121.6,121.6,121.6,121.6,121.6,121.6,95.4,74.0,74.0,74.0,52.8,52.8,52.8,52.8,52.8
121.7,121.7,121.7,121.7,121.7,121.7,95.4,74.1,74.1,74.1,52.9,52.9,52.9,52.9,52.9
121.7,121.7,121.7,121.7,121.7,121.7,95.5,74.2,74.2,74.2,52.9,52.9,52.9,52.9,52.9
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.3,74.3,74.3,53.0,53.0,53.0,53.0,53.0
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.4,74.4,74.4,53.0,53.0,53.0,53.0,53.0
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.4,74.4,74.4,53.1,53.1,53.1,53.1,53.1
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.5,74.5,74.5,53.1,53.1,53.1,53.1,53.1
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.5,74.5,74.5,53.2,53.2,53.2,53.2,53.2
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.6,74.6,74.6,53.3,53.3,53.3,53.3,53.3
121.8,121.8,121.8,121.8,121.8,121.8,95.6,74.6,74.6,74.6,53.3,53.3,53.3,53.3,53.3
121.7,121.7,121.7,121.7,121.7,121.7,95.6,74.7,74.7,74.7,53.4,53.4,53.4,53.4,53.4
121.7,121.7,121.7,121.7,121.7,121.7,95.6,74.7,74.7,74.7,53.5,53.5,53.5,53.5,53.5
121.7,121.7,121.7,121.7,121.7,121.7,95.6,74.8,74.8,74.8,53.5,53.5,53.5,53.5,53.5
121.7,121.7,121.7,121.7,121.7,121.7,95.6,74.8,74.8,74.8,53.6,53.6,53.6,53.6,53.6
121.7,121.7,121.7,121.7,121.7,121.7,95.6,74.9,74.9,74.9,53.6,53.6,53.6,53.6,53.6
121.6,121.6,121.6,121.6,121.6,121.6,95.6,75.0,75.0,75.0,53.7,53.7,53.7,53.7,53.7
121.6,121.6,121.6,121.6,121.6,121.6,95.6,75.0,75.0,75.0,53.8,53.8,53.8,53.8,53.8
121.6,121.6,121.6,121.6,121.6,121.6,95.6,75.1,75.1,75.1,53.8,53.8,53.8,53.8,53.8
121.6,121.6,121.6,121.6,121.6,121.6,95.6,75.1,75.1,75.1,53.9,53.9,53.9,53.9,53.9
121.6,121.6,121.6,121.6,121.6,121.6,95.5,75.2,75.2,75.2,54.0,54.0,54.0,54.0,54.0
121.5,121.5,121.5,121.5,121.5,121.5,95.5,75.2,75.2,75.2,54.0,54.0,54.0,54.0,54.0
121.5,121.5,121.5,121.5,121.5,121.5,95.5,75.3,75.3,75.3,54.1,54.1,54.1,54.1,54.1
121.5,121.5,121.5,121.5,121.5,121.5,95.5,75.3,75.3,75.3,54.2,54.2,54.2,54.2,54.2
121.5,121.5,121.5,121.5,121.5,121.5,95.5,75.4,75.4,75.4,54.2,54.2,54.2,54.2,54.2
121.5,121.5,121.5,121.5,121.5,121.5,95.5,75.4,75.4,75.4,54.3,54.3,54.3,54.3,54.3
121.4,121.4,121.4,121.4,121.4,121.4,95.5,75.5,75.5,75.5,54.3,54.3,54.3,54.3,54.3
121.4,121.4,121.4,121.4,121.4,121.4,95.5,75.5,75.5,75.5,54.4,54.4,54.4,54.4,54.4
121.4,121.4,121.4,121.4,121.4,121.4,95.5,75.6,75.6,75.6,54.5,54.5,54.5,54.5,54.5
121.4,121.4,121.4,121.4,121.4,121.4,95.5,75.6,75.6,75.6,54.5,54.5,54.5,54.5,54.5
121.4,121.4,121.4,121.4,121.4,121.4,95.5,75.7,75.7,75.7,54.6,54.6,54.6,54.6,54.6
121.3,121.3,121.3,121.3,121.3,121.3,95.5,75.8,75.8,75.8,54.7,54.7,54.7,54.7,54.7
121.3,121.3,121.3,121.3,121.3,121.3,95.5,75.8,75.8,75.8,54.7,54.7,54.7,54.7,54.7
121.3,121.3,121.3,121.3,121.3,121.3,95.5,75.9,75.9,75.9,54.8,54.8,54.8,54.8,54.8
121.3,121.3,121.3,121.3,121.3,121.3,95.5,75.9,75.9,75.9,54.9,54.9,54.9,54.9,54.9
121.3,121.3,121.3,121.3,121.3,121.3,95.5,76.0,76.0,76.0,54.9,54.9,54.9,54.9,54.9
121.2,121.2,121.2,121.2,121.2,121.2,95.5,76.0,76.0,76.0,55.0,55.0,55.0,55.0,55.0
121.2,121.2,121.2,121.2,121.2,121.2,95.5,76.1,76.1,76.1,55.1,55.1,55.1,55.1,55.1
121.2,121.2,121.2,121.2,121.2,121.2,95.5,76.1,76.1,76.1,55.1,55.1,55.1,55.1,55.1
121.2,121.2,121.2,121.2,121.2,121.2,95.6,76.2,76.2,76.2,55.2,55.2,55.2,55.2,55.2
121.1,121.1,121.1,121.1,121.1,121.1,95.6,76.2,76.2,76.2,55.2,55.2,55.2,55.2,55.2
121.1,121.1,121.1,121.1,121.1,121.1,95.6,76.3,76.3,76.3,55.3,55.3,55.3,55.3,55.3
121.1,121.1,121.1,121.1,121.1,121.1,95.6,76.3,76.3,76.3,55.4,55.4,55.4,55.4,55.4
121.1,121.1,121.1,121.1,121.1,121.1,95.6,76.4,76.4,76.4,55.4,55.4,55.4,55.4,55.4
121.1,121.1,121.1,121.1,121.1,121.1,95.6,76.4,76.4,76.4,55.5,55.5,55.5,55.5,55.5
121.0,121.0,121.0,121.0,121.0,121.0,95.6,76.5,76.5,76.5,55.6,55.6,55.6,55.6,55.6
121.0,121.0,121.0,121.0,121.0,121.0,95.6,76.6,76.6,76.6,55.6,55.6,55.6,55.6,55.6
121.0,121.0,121.0,121.0,121.0,121.0,95.6,76.6,76.6,76.6,55.7,55.7,55.7,55.7,55.7
121.0,121.0,121.0,121.0,121.0,121.0,95.6,76.7,76.7,76.7,55.8,55.8,55.8,55.8,55.8
121.0,121.0,121.0,121.0,121.0,121.0,95.7,76.7,76.7,76.7,55.8,55.8,55.8,55.8,55.8
120.9,120.9,120.9,120.9,120.9,120.9,95.7,76.8,76.8,76.8,55.9,55.9,55.9,55.9,55.9
120.9,120.9,120.9,120.9,120.9,120.9,95.7,76.8,76.8,76.8,55.9,55.9,55.9,55.9,55.9
120.9,120.9,120.9,120.9,120.9,120.9,95.7,76.9,76.9,76.9,56.0,56.0,56.0,56.0,56.0
120.9,120.9,120.9,120.9,120.9,120.9,95.7,76.9,76.9,76.9,56.1,56.1,56.1,56.1,56.1
120.8,120.8,120.8,120.8,120.8,120.8,95.7,77.0,77.0,77.0,56.1,56.1,56.1,56.1,56.1
120.8,120.8,120.8,120.8,120.8,120.8,95.7,77.0,77.0,77.0,56.2,56.2,56.2,56.2,56.2
120.8,120.8,120.8,120.8,120.8,120.8,95.7,77.1,77.1,77.1,56.3,56.3,56.3,56.3,56.3
120.8,120.8,120.8,120.8,120.8,120.8,95.7,77.1,77.1,77.1,56.3,56.3,56.3,56.3,56.3
120.8,120.8,120.8,120.8,120.8,120.8,95.7,77.2,77.2,77.2,56.4,56.4,56.4,56.4,56.4
120.7,120.7,120.7,120.7,120.7,120.7,95.8,77.3,77.3,77.3,56.5,56.5,56.5,56.5,56.5
120.7,120.7,120.7,120.7,120.7,120.7,95.8,77.4,77.4,77.4,56.6,56.6,56.6,56.6,56.6
120.6,120.6,120.6,120.6,120.6,120.6,95.8,77.5,77.5,77.5,56.7,56.7,56.7,56.7,56.7
120.5,120.5,120.5,120.5,120.5,120.5,95.9,77.6,77.6,77.6,56.9,56.9,56.9,56.9,56.9
120.5,120.5,120.5,120.5,120.5,120.5,95.9,77.8,77.8,77.8,57.0,57.0,57.0,57.0,57.0
120.4,120.4,120.4,120.4,120.4,120.4,95.9,77.9,77.9,77.9,57.2,57.2,57.2,57.2,57.2
120.3,120.3,120.3,120.3,120.3,120.3,96.0,78.1,78.1,78.1,57.4,57.4,57.4,57.4,57.4
120.2,120.2,120.2,120.2,120.2,120.2,96.0,78.3,78.3,78.3,57.6,57.6,57.6,57.6,57.6
120.0,120.0,120.0,120.0,120.0,120.0,96.1,78.6,78.6,78.6,57.9,57.9,57.9,57.9,57.9
119.8,119.8,119.8,119.8,119.8,119.8,96.2,78.9,78.9,78.9,58.2,58.2,58.2,58.2,58.2
119.6,119.6,119.6,119.6,119.6,119.6,96.3,79.2,79.2,79.2,58.6,58.6,58.6,58.6,58.6
119.3,119.3,119.3,119.3,119.3,119.3,96.4,79.7,79.7,79.7,59.0,59.0,59.0,59.0,59.0
118.9,118.9,118.9,118.9,118.9,118.9,96.6,80.4,80.4,80.4,59.6,59.6,59.6,59.6,59.6
118.4,118.4,118.4,118.4,118.4,118.4,96.9,81.3,81.3,81.3,60.4,60.4,60.4,60.4,60.4
117.5,117.5,117.5,117.5,117.5,117.5,97.3,82.6,82.6,82.6,61.6,61.6,61.6,61.6,61.6
116.0,116.0,116.0,116.0,116.0,116.0,98.2,84.9,84.9,84.9,63.2,63.2,63.2,63.2,63.2
115.7,115.7,115.7,115.7,115.7,115.7,101.6,88.6,88.6,88.6,63.9,63.9,63.9,63.9,63.9
121.1,121.1,121.1,121.1,121.1,121.1,102.8,89.8,89.8,89.8,63.9,63.9,63.9,63.9,63.9
121.1,121.1,121.1,121.1,121.1,121.1,102.8,89.8,89.8,89.8,63.8,63.8,63.8,63.8,63.8
121.1,121.1,121.1,121.1,121.1,121.1,102.8,89.8,89.8,89.8,63.9,63.9,63.9,63.9,63.9
121.1,121.1,121.1,121.1,121.1,121.1,102.8,90.9,90.9,90.9,67.6,67.6,67.6,67.6,67.6
121.1,121.1,121.1,121.1,121.1,121.1,103.5,94.6,94.6,94.6,70.1,70.1,70.1,70.1,70.1
121.1,121.1,121.1,121.1,121.1,121.1,105.1,96.9,96.9,96.9,71.3,71.3,71.3,71.3,71.3
121.1,121.1,121.1,121.1,121.1,121.1,106.1,98.3,98.3,98.3,72.0,72.0,72.0,72.0,72.0
121.1,121.1,121.1,121.1,121.1,121.1,106.8,99.2,99.2,99.2,72.5,72.5,72.5,72.5,72.5
121.1,121.1,121.1,121.1,121.1,121.1,107.2,99.9,99.9,99.9,72.8,72.8,72.8,72.8,72.8
121.1,121.1,121.1,121.1,121.1,121.1,107.6,100.3,100.3,100.3,73.1,73.1,73.1,73.1,73.1
121.1,121.1,121.1,121.1,121.1,121.1,107.9,100.7,100.7,100.7,73.3,73.3,73.3,73.3,73.3
121.1,121.1,121.1,121.1,121.1,121.1,108.1,101.0,101.0,101.0,73.5,73.5,73.5,73.5,73.5
121.1,121.1,121.1,121.1,121.1,121.1,108.3,101.3,101.3,101.3,73.7,73.7,73.7,73.7,73.7
